userId,propertyId,rating
641638d513e3af7e2e6d16d8,641620bc82cd788ac08d1245,3
641638d513e3af7e2e6d16d8,641620bb82cd788ac08d1243,3
641638d513e3af7e2e6d16d8,641620fc82cd788ac08d129d,3
641638d513e3af7e2e6d16d8,641620a882cd788ac08d1223,4
641638d513e3af7e2e6d16d8,641620fa82cd788ac08d129a,4
641638d513e3af7e2e6d16d8,641620b582cd788ac08d1238,4
641638d513e3af7e2e6d16d8,641620a982cd788ac08d1224,4
641638d513e3af7e2e6d16d8,641620c082cd788ac08d124b,5
641638d513e3af7e2e6d16d8,6416209a82cd788ac08d1210,3
641638d513e3af7e2e6d16d8,641620ef82cd788ac08d128b,3
641638d513e3af7e2e6d16d8,6416209a82cd788ac08d1211,4
641638d513e3af7e2e6d16d8,641620d882cd788ac08d1270,5
641638d513e3af7e2e6d16d8,641620df82cd788ac08d1279,4
641638d513e3af7e2e6d16d8,641620b182cd788ac08d1231,5
641638d513e3af7e2e6d16d8,641620ec82cd788ac08d1286,5
641638d513e3af7e2e6d16d8,641620c982cd788ac08d1257,3
641638d513e3af7e2e6d16d8,641620ca82cd788ac08d1259,4
641638d513e3af7e2e6d16d8,641620f882cd788ac08d1298,4
641638d513e3af7e2e6d16d8,641620e482cd788ac08d127f,3
641638d513e3af7e2e6d16d8,641620db82cd788ac08d1274,3
641638d513e3af7e2e6d16d8,6416258a1adf13fd61832310,2
641638d513e3af7e2e6d16d8,641625a71adf13fd6183233f,2
641638d513e3af7e2e6d16d8,6416281e731a136ad1d00ac9,1
641638d513e3af7e2e6d16d8,64162745731a136ad1d00a6c,2
641638d513e3af7e2e6d16d8,64162d1d94bca0bc482aa092,2
641638d513e3af7e2e6d16d8,641623aa7d1d55252f0965c5,1
641638d513e3af7e2e6d16d8,6416281a731a136ad1d00ac5,1
641638d513e3af7e2e6d16d8,6416280f731a136ad1d00ab0,2
641638d513e3af7e2e6d16d8,641622f67d1d55252f096578,2
641638d513e3af7e2e6d16d8,6416235c7d1d55252f0965ae,2
641638d513e3af7e2e6d16d8,64162820731a136ad1d00acd,2
641638d513e3af7e2e6d16d8,641625c21adf13fd61832369,2
641638d513e3af7e2e6d16d8,64162741731a136ad1d00a64,2
641638d513e3af7e2e6d16d8,6416275b731a136ad1d00a8f,2
641638d513e3af7e2e6d16d8,64162d6094bca0bc482aa0f9,1
641638d513e3af7e2e6d16d8,641623a97d1d55252f0965c3,1
641638d513e3af7e2e6d16d8,641623517d1d55252f09659d,2
641638d513e3af7e2e6d16d8,64162d4394bca0bc482aa0c7,2
641638d513e3af7e2e6d16d8,64162d3394bca0bc482aa0b0,1
641638d513e3af7e2e6d16d8,64162c4d4a54c62d647acc7f,2
641638d613e3af7e2e6d16d9,641620fa82cd788ac08d129a,3
641638d613e3af7e2e6d16d9,641620cc82cd788ac08d125c,3
641638d613e3af7e2e6d16d9,641620c082cd788ac08d124b,3
641638d613e3af7e2e6d16d9,641620dc82cd788ac08d1275,3
641638d613e3af7e2e6d16d9,641620b482cd788ac08d1236,4
641638d613e3af7e2e6d16d9,641620c982cd788ac08d1258,3
641638d613e3af7e2e6d16d9,641620cb82cd788ac08d125a,5
641638d613e3af7e2e6d16d9,641620b282cd788ac08d1233,3
641638d613e3af7e2e6d16d9,641620af82cd788ac08d122f,3
641638d613e3af7e2e6d16d9,641620b382cd788ac08d1235,4
641638d613e3af7e2e6d16d9,6416172db0b34b4b81cf1b1a,4
641638d613e3af7e2e6d16d9,64161736b0b34b4b81cf1b25,3
641638d613e3af7e2e6d16d9,641620f682cd788ac08d1294,5
641638d613e3af7e2e6d16d9,641620b682cd788ac08d123a,3
641638d613e3af7e2e6d16d9,641620e882cd788ac08d1283,4
641638d613e3af7e2e6d16d9,641620a782cd788ac08d1222,5
641638d613e3af7e2e6d16d9,641620d282cd788ac08d1266,3
641638d613e3af7e2e6d16d9,641620bc82cd788ac08d1245,5
641638d613e3af7e2e6d16d9,641620b982cd788ac08d123f,4
641638d613e3af7e2e6d16d9,641620db82cd788ac08d1274,3
641638d613e3af7e2e6d16d9,641623497d1d55252f096591,1
641638d613e3af7e2e6d16d9,64162758731a136ad1d00a8a,2
641638d613e3af7e2e6d16d9,6416234a7d1d55252f096593,1
641638d613e3af7e2e6d16d9,64162d2c94bca0bc482aa0a8,1
641638d613e3af7e2e6d16d9,64162758731a136ad1d00a89,1
641638d613e3af7e2e6d16d9,641627ad731a136ad1d00aa8,1
641638d613e3af7e2e6d16d9,64162d5594bca0bc482aa0e7,2
641638d613e3af7e2e6d16d9,641625961adf13fd61832323,2
641638d613e3af7e2e6d16d9,64162d5794bca0bc482aa0ea,2
641638d613e3af7e2e6d16d9,64162d4494bca0bc482aa0ca,1
641638d613e3af7e2e6d16d9,64162c384a54c62d647acc5d,2
641638d613e3af7e2e6d16d9,64162c894a54c62d647acc92,1
641638d613e3af7e2e6d16d9,64162d2194bca0bc482aa098,1
641638d613e3af7e2e6d16d9,64162c3e4a54c62d647acc69,1
641638d613e3af7e2e6d16d9,6416273d731a136ad1d00a5d,1
641638d613e3af7e2e6d16d9,64162d1994bca0bc482aa08d,1
641638d613e3af7e2e6d16d9,64162c524a54c62d647acc86,2
641638d613e3af7e2e6d16d9,64162818731a136ad1d00ac0,1
641638d613e3af7e2e6d16d9,64162742731a136ad1d00a66,2
641638d613e3af7e2e6d16d9,64162c8a4a54c62d647acc94,1
641638d613e3af7e2e6d16da,641620fa82cd788ac08d129b,5
641638d613e3af7e2e6d16da,641620ee82cd788ac08d1289,4
641638d613e3af7e2e6d16da,641620ba82cd788ac08d1242,3
641638d613e3af7e2e6d16da,641620cc82cd788ac08d125c,5
641638d613e3af7e2e6d16da,641620e882cd788ac08d1283,5
641638d613e3af7e2e6d16da,641620a482cd788ac08d121f,5
641638d613e3af7e2e6d16da,641620ec82cd788ac08d1286,5
641638d613e3af7e2e6d16da,641620d982cd788ac08d1271,3
641638d613e3af7e2e6d16da,6416172ab0b34b4b81cf1b17,3
641638d613e3af7e2e6d16da,6416209882cd788ac08d120c,3
641638d613e3af7e2e6d16da,641620b282cd788ac08d1233,4
641638d613e3af7e2e6d16da,641620cb82cd788ac08d125a,4
641638d613e3af7e2e6d16da,641620cd82cd788ac08d125d,3
641638d613e3af7e2e6d16da,641620da82cd788ac08d1273,3
641638d613e3af7e2e6d16da,6416209782cd788ac08d120b,3
641638d613e3af7e2e6d16da,6416172fb0b34b4b81cf1b1d,5
641638d613e3af7e2e6d16da,641620b982cd788ac08d1241,5
641638d613e3af7e2e6d16da,641620ae82cd788ac08d122d,3
641638d613e3af7e2e6d16da,64161731b0b34b4b81cf1b20,5
641638d613e3af7e2e6d16da,641620cb82cd788ac08d125b,5
641638d613e3af7e2e6d16da,64162816731a136ad1d00abc,1
641638d613e3af7e2e6d16da,6416258f1adf13fd61832318,1
641638d613e3af7e2e6d16da,641622f87d1d55252f09657b,1
641638d613e3af7e2e6d16da,64162d2394bca0bc482aa09b,2
641638d613e3af7e2e6d16da,641622f87d1d55252f09657a,1
641638d613e3af7e2e6d16da,6416275d731a136ad1d00a90,2
641638d613e3af7e2e6d16da,64162d2194bca0bc482aa097,2
641638d613e3af7e2e6d16da,64162c864a54c62d647acc8d,2
641638d613e3af7e2e6d16da,64162c4e4a54c62d647acc81,1
641638d613e3af7e2e6d16da,641625901adf13fd61832319,1
641638d613e3af7e2e6d16da,64162818731a136ad1d00ac0,1
641638d613e3af7e2e6d16da,6416273b731a136ad1d00a59,1
641638d613e3af7e2e6d16da,641625851adf13fd61832306,1
641638d613e3af7e2e6d16da,64162d4c94bca0bc482aa0d9,1
641638d613e3af7e2e6d16da,641623537d1d55252f09659f,2
641638d613e3af7e2e6d16da,641622fa7d1d55252f09657d,2
641638d613e3af7e2e6d16da,64162d1d94bca0bc482aa093,2
641638d613e3af7e2e6d16da,641625a71adf13fd6183233f,1
641638d613e3af7e2e6d16da,64162d3694bca0bc482aa0b2,1
641638d613e3af7e2e6d16da,641625a01adf13fd61832332,2
641638d613e3af7e2e6d16db,6416209682cd788ac08d1209,4
641638d613e3af7e2e6d16db,64161736b0b34b4b81cf1b25,4
641638d613e3af7e2e6d16db,641620e282cd788ac08d127c,5
641638d613e3af7e2e6d16db,641620e882cd788ac08d1284,3
641638d613e3af7e2e6d16db,641620ac82cd788ac08d122a,3
641638d613e3af7e2e6d16db,641620f282cd788ac08d1290,4
641638d613e3af7e2e6d16db,6416209d82cd788ac08d1215,3
641638d613e3af7e2e6d16db,641620b982cd788ac08d123f,4
641638d613e3af7e2e6d16db,64161735b0b34b4b81cf1b24,5
641638d613e3af7e2e6d16db,641620c582cd788ac08d1251,4
641638d613e3af7e2e6d16db,641620b782cd788ac08d123c,4
641638d613e3af7e2e6d16db,6416209682cd788ac08d120a,5
641638d613e3af7e2e6d16db,641620bc82cd788ac08d1245,3
641638d613e3af7e2e6d16db,641620ac82cd788ac08d122b,4
641638d613e3af7e2e6d16db,641620d082cd788ac08d1262,4
641638d613e3af7e2e6d16db,641620d982cd788ac08d1272,5
641638d613e3af7e2e6d16db,641620d482cd788ac08d1268,3
641638d613e3af7e2e6d16db,641620f982cd788ac08d1299,3
641638d613e3af7e2e6d16db,641620cb82cd788ac08d125a,5
641638d613e3af7e2e6d16db,641620d882cd788ac08d1270,5
641638d613e3af7e2e6d16db,64162d2194bca0bc482aa098,1
641638d613e3af7e2e6d16db,641625871adf13fd6183230b,1
641638d613e3af7e2e6d16db,64162d4794bca0bc482aa0cf,1
641638d613e3af7e2e6d16db,641623027d1d55252f096586,2
641638d613e3af7e2e6d16db,64162d2394bca0bc482aa09b,1
641638d613e3af7e2e6d16db,64162c364a54c62d647acc5b,2
641638d613e3af7e2e6d16db,64162822731a136ad1d00acf,2
641638d613e3af7e2e6d16db,641623477d1d55252f09658e,1
641638d613e3af7e2e6d16db,641625901adf13fd61832319,2
